HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,HC,AC,HY,HR,AY,AR,B365H,B365A,B365D,B365>2.5,B365<2.5,Date,Time,HomeTeamID,AwayTeamID,HomeGoalsLast3,GoalDiff,FTR_Encoded,DaysSinceHomeLast,DaysSinceAwayLast,B365H_Prob,B365D_Prob,B365A_Prob,AwayGoalsLast3,HomeAttackForm,HomeDefenceForm,AwayAttackForm,AwayDefenceForm,HomeNetForm,AwayNetForm
Liverpool,Arsenal,1,1,D,13,3,13,2,4,5,2,0,5,0,2.38,2.8,3.6,1.7,2.1,2023-12-23,17:30,13,0,2.3333333333333335,0,0,6.0,14.0,0.42016806722689076,0.2777777777777778,0.35714285714285715,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333335,0.3333333333333335
Luton,Newcastle,1,0,H,16,5,15,2,6,7,2,0,1,0,4.75,1.65,4.2,1.75,2.05,2023-12-23,15:00,14,17,2.0,1,1,13.0,13.0,0.21052631578947367,0.23809523809523808,0.6060606060606061,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,3.0,-0.3333333333333335,-2.6666666666666665
Tottenham,Everton,2,1,H,13,6,18,8,3,8,1,0,4,0,1.75,4.0,4.2,1.53,2.4,2023-12-23,15:00,23,8,2.0,1,1,13.0,7.0,0.5714285714285714,0.23809523809523808,0.25,2.0,2.0,1.6666666666666667,2.0,0.6666666666666666,0.33333333333333326,1.3333333333333335
Nott'm Forest,Bournemouth,2,3,A,11,5,18,7,6,6,0,1,3,0,2.75,2.55,3.4,1.95,1.95,2023-12-23,15:00,19,2,0.6666666666666666,-1,-1,8.0,14.0,0.36363636363636365,0.29411764705882354,0.3921568627450981,2.6666666666666665,0.6666666666666666,2.0,2.6666666666666665,0.3333333333333333,-1.3333333333333335,2.333333333333333
Fulham,Burnley,0,2,A,19,5,7,2,8,6,2,0,1,0,1.67,5.25,3.75,1.92,1.98,2023-12-23,15:00,9,5,4.333333333333333,-2,-1,13.0,14.0,0.5988023952095809,0.26666666666666666,0.19047619047619047,0.6666666666666666,4.333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.6666666666666665,-1.0
Wolves,Chelsea,2,1,H,14,6,16,5,10,6,3,0,5,0,3.75,1.91,3.75,1.86,2.04,2023-12-24,13:00,26,6,1.3333333333333333,1,1,15.0,14.0,0.26666666666666666,0.26666666666666666,0.5235602094240838,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,-2.0
Sheffield United,Luton,2,3,A,21,6,12,4,9,4,5,0,0,0,2.3,3.1,3.3,2.1,1.7,2023-12-26,15:00,20,14,0.6666666666666666,-1,-1,17.0,24.0,0.4347826086956522,0.30303030303030304,0.3225806451612903,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,-1.0,-1.666666666666667
Burnley,Liverpool,0,2,A,9,0,19,10,4,4,2,0,1,0,6.5,1.4,5.25,1.44,2.7,2023-12-26,17:30,5,13,2.0,-2,-1,10.0,17.0,0.15384615384615385,0.19047619047619047,0.7142857142857143,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666667,1.0
Bournemouth,Fulham,3,0,H,16,4,8,3,6,5,0,0,2,0,2.15,3.2,3.6,1.73,2.08,2023-12-26,15:00,2,9,2.0,3,1,23.0,10.0,0.46511627906976744,0.2777777777777778,0.3125,1.3333333333333333,2.0,1.0,1.3333333333333333,3.3333333333333335,1.0,-2.0
Newcastle,Nott'm Forest,1,3,A,19,7,15,6,10,2,3,0,3,0,1.5,5.75,4.33,1.8,2.0,2023-12-26,12:30,17,19,2.6666666666666665,-2,-1,10.0,17.0,0.6666666666666666,0.23094688221709006,0.17391304347826086,1.0,2.6666666666666665,0.3333333333333333,1.0,3.0,2.333333333333333,-2.0
Man United,Aston Villa,3,2,H,13,7,10,4,3,6,1,0,3,0,2.6,2.6,3.5,1.62,2.25,2023-12-26,20:00,16,1,1.0,1,1,17.0,9.0,0.3846153846153846,0.2857142857142857,0.3846153846153846,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,-0.33333333333333326,0.6666666666666667
Chelsea,Crystal Palace,2,1,H,9,4,13,5,4,3,3,0,2,0,1.67,5.0,4.0,1.91,1.99,2023-12-27,19:30,6,7,3.0,1,1,11.0,11.0,0.5988023952095809,0.25,0.2,1.3333333333333333,3.0,2.0,1.3333333333333333,1.6666666666666667,1.0,-0.3333333333333335
Brentford,Wolves,1,4,A,14,4,11,5,8,2,1,0,1,0,1.95,4.2,3.5,2.03,1.87,2023-12-27,19:30,3,26,1.3333333333333333,-3,-1,10.0,10.0,0.5128205128205129,0.2857142857142857,0.23809523809523808,1.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.0,-1.6666666666666665
Everton,Man City,1,3,A,7,2,23,9,8,4,4,0,2,0,5.75,1.57,4.0,1.73,2.08,2023-12-27,20:15,8,15,1.6666666666666667,-2,-1,17.0,17.0,0.17391304347826086,0.25,0.6369426751592356,2.0,1.6666666666666667,1.0,2.0,2.0,0.6666666666666667,0.0
Arsenal,West Ham,0,2,A,30,8,6,3,10,3,2,0,0,0,1.33,7.5,5.5,1.57,2.35,2023-12-28,20:15,0,25,2.3333333333333335,-2,-1,11.0,18.0,0.7518796992481203,0.18181818181818182,0.13333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.666666666666667,-1.0000000000000002
Brighton,Tottenham,4,2,H,15,9,19,3,7,6,3,0,2,0,2.5,2.6,3.6,1.44,2.7,2023-12-28,19:30,4,23,1.3333333333333333,2,1,19.0,13.0,0.4,0.2777777777777778,0.3846153846153846,2.0,1.3333333333333333,1.0,2.0,1.6666666666666667,0.33333333333333326,0.33333333333333326
Man City,Sheffield United,2,0,H,18,4,4,2,12,2,1,0,1,0,1.08,29.0,11.0,1.3,3.5,2023-12-30,15:00,15,20,2.0,2,1,14.0,8.0,0.9259259259259258,0.09090909090909091,0.034482758620689655,0.3333333333333333,2.0,2.0,0.3333333333333333,2.6666666666666665,0.0,-2.333333333333333
Wolves,Everton,3,0,H,12,6,10,0,5,2,2,0,3,0,2.63,2.7,3.3,2.05,1.75,2023-12-30,15:00,26,8,1.3333333333333333,3,1,6.0,7.0,0.3802281368821293,0.30303030303030304,0.37037037037037035,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
Nott'm Forest,Man United,2,1,H,8,2,10,5,4,5,2,0,4,0,3.2,2.15,3.6,1.73,2.08,2023-12-30,17:30,19,16,0.6666666666666666,1,1,7.0,7.0,0.3125,0.2777777777777778,0.46511627906976744,0.0,0.6666666666666666,2.0,0.0,1.0,-1.3333333333333335,-1.0
Luton,Chelsea,2,3,A,15,6,12,8,7,2,2,0,2,0,6.5,1.5,4.2,1.65,2.2,2023-12-30,12:30,14,6,1.6666666666666667,-1,-1,7.0,6.0,0.15384615384615385,0.23809523809523808,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,2.0,-0.33333333333333326,-1.3333333333333335
Crystal Palace,Brentford,3,1,H,13,6,9,4,7,4,0,0,1,0,2.2,3.4,3.3,2.15,1.67,2023-12-30,15:00,7,3,0.6666666666666666,2,1,9.0,21.0,0.45454545454545453,0.30303030303030304,0.29411764705882354,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,-1.0,-1.6666666666666667
Aston Villa,Burnley,3,2,H,19,7,9,5,6,2,4,0,1,1,1.36,7.5,5.25,1.57,2.35,2023-12-30,15:00,1,5,1.0,1,1,8.0,7.0,0.7352941176470588,0.19047619047619047,0.13333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666667,0.33333333333333337
Fulham,Arsenal,2,1,H,15,4,13,3,5,4,4,0,1,0,5.25,1.55,4.5,1.73,2.08,2023-12-31,14:00,9,0,3.3333333333333335,1,1,8.0,8.0,0.19047619047619047,0.2222222222222222,0.6451612903225806,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.666666666666667,0.0
Tottenham,Bournemouth,3,1,H,12,6,24,4,4,13,3,0,3,0,1.75,4.0,4.2,1.4,2.88,2023-12-31,14:00,23,2,2.3333333333333335,2,1,8.0,8.0,0.5714285714285714,0.23809523809523808,0.25,2.6666666666666665,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0000000000000002,2.0
Liverpool,Newcastle,4,2,H,34,15,5,3,7,3,3,0,5,0,1.45,7.0,4.5,1.44,2.7,2024-01-01,20:00,13,17,1.6666666666666667,2,1,9.0,9.0,0.6896551724137931,0.2222222222222222,0.14285714285714285,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333335,-2.333333333333333
West Ham,Brighton,0,0,D,6,2,22,8,2,0,1,0,0,0,2.45,2.75,3.75,1.6,2.3,2024-01-02,19:30,25,4,2.0,0,0,10.0,12.0,0.4081632653061224,0.26666666666666666,0.36363636363636365,1.0,2.0,0.3333333333333333,1.0,2.0,1.6666666666666667,-1.0
Burnley,Luton,1,1,D,13,7,14,5,2,8,1,0,0,0,2.0,3.6,3.6,1.99,1.91,2024-01-12,19:45,5,14,1.6666666666666667,0,0,17.0,17.0,0.5,0.2777777777777778,0.2777777777777778,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333335,-0.6666666666666667
Newcastle,Man City,2,3,A,12,5,27,11,3,13,1,0,2,0,5.5,1.55,4.33,1.6,2.3,2024-01-13,17:30,17,15,1.6666666666666667,-1,-1,18.0,17.0,0.18181818181818182,0.23094688221709006,0.6451612903225806,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.0,0.6666666666666667,0.6666666666666667
Chelsea,Fulham,1,0,H,17,3,14,4,6,4,5,0,1,0,1.6,5.25,4.2,1.62,2.25,2024-01-13,12:30,6,9,2.3333333333333335,1,1,17.0,18.0,0.625,0.23809523809523808,0.19047619047619047,1.0,2.3333333333333335,1.0,1.0,3.3333333333333335,1.3333333333333335,-2.3333333333333335
Man United,Tottenham,2,2,D,9,2,16,6,8,13,2,0,1,0,2.2,3.0,3.75,1.48,2.6,2024-01-14,16:30,16,23,1.6666666666666667,0,0,19.0,17.0,0.45454545454545453,0.26666666666666666,0.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,-0.33333333333333326,0.0
Everton,Aston Villa,0,0,D,10,2,16,5,4,5,1,0,4,0,2.8,2.45,3.5,1.73,2.08,2024-01-14,14:00,8,1,2.0,0,0,18.0,19.0,0.35714285714285715,0.2857142857142857,0.4081632653061224,2.0,2.0,1.0,2.0,2.0,1.0,0.0
Arsenal,Crystal Palace,5,0,H,21,6,12,5,6,7,0,0,0,0,1.3,9.0,5.75,1.73,2.08,2024-01-20,12:30,0,7,1.3333333333333333,5,1,23.0,24.0,0.7692307692307692,0.17391304347826086,0.1111111111111111,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.33333333333333326,-0.3333333333333335
Brentford,Nott'm Forest,3,2,H,11,5,12,3,6,4,1,0,3,0,1.91,4.0,3.6,1.86,2.04,2024-01-20,17:30,3,19,1.6666666666666667,1,1,24.0,25.0,0.5235602094240838,0.2777777777777778,0.25,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,-0.6666666666666667,-1.0000000000000002
Bournemouth,Liverpool,0,4,A,11,1,14,7,8,5,1,0,2,0,4.2,1.7,4.5,1.44,2.7,2024-01-21,16:30,2,13,2.3333333333333335,-4,-1,26.0,26.0,0.23809523809523808,0.2222222222222222,0.5882352941176471,2.0,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,1.666666666666667,1.6666666666666667
Sheffield United,West Ham,2,2,D,21,6,16,5,4,1,3,1,1,1,3.4,2.2,3.3,2.05,1.75,2024-01-21,14:00,20,25,1.0,0,0,26.0,24.0,0.29411764705882354,0.30303030303030304,0.45454545454545453,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.0,-0.6666666666666667,-0.6666666666666667
Brighton,Wolves,0,0,D,11,4,8,3,8,2,1,0,4,0,1.65,5.0,4.33,1.62,2.25,2024-01-22,19:45,4,26,2.3333333333333335,0,0,25.0,26.0,0.6060606060606061,0.23094688221709006,0.2,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.0000000000000002,-0.33333333333333326
Crystal Palace,Sheffield United,3,2,H,12,4,9,5,11,1,1,0,4,0,1.62,6.5,3.6,2.08,1.73,2024-01-30,20:00,7,20,1.6666666666666667,1,1,31.0,31.0,0.6172839506172839,0.2777777777777778,0.15384615384615385,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333335,-1.3333333333333335
Fulham,Everton,0,0,D,25,6,21,4,15,6,1,0,2,0,2.45,3.0,3.2,2.05,1.75,2024-01-30,19:45,9,8,2.3333333333333335,0,0,30.0,31.0,0.4081632653061224,0.3125,0.3333333333333333,1.0,2.3333333333333335,1.0,1.0,1.6666666666666667,1.3333333333333335,-0.6666666666666667
Aston Villa,Newcastle,1,3,A,12,6,14,5,8,7,4,0,1,0,1.85,3.8,4.0,1.5,2.5,2024-01-30,20:15,1,17,1.6666666666666667,-2,-1,31.0,29.0,0.5405405405405405,0.25,0.2631578947368421,1.0,1.6666666666666667,1.0,1.0,3.0,0.6666666666666667,-2.0
Luton,Brighton,4,0,H,18,8,9,2,7,4,2,0,2,0,4.2,1.75,4.2,1.65,2.2,2024-01-30,19:45,14,4,1.3333333333333333,4,1,31.0,28.0,0.23809523809523808,0.23809523809523808,0.5714285714285714,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,-0.3333333333333335,-0.6666666666666667
Nott'm Forest,Arsenal,1,2,A,9,3,19,3,2,11,0,0,1,0,7.5,1.4,5.0,1.62,2.25,2024-01-30,19:30,19,0,1.3333333333333333,-1,-1,31.0,30.0,0.13333333333333333,0.2,0.7142857142857143,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,-0.6666666666666667,-0.6666666666666666
Liverpool,Chelsea,4,1,H,28,13,4,3,8,1,2,0,4,0,1.57,5.25,4.33,1.44,2.7,2024-01-31,20:15,13,6,1.6666666666666667,3,1,30.0,32.0,0.6369426751592356,0.23094688221709006,0.19047619047619047,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666667,-0.6666666666666667
Man City,Burnley,3,1,H,14,4,8,3,7,3,2,0,2,0,1.08,21.0,12.0,1.33,3.4,2024-01-31,19:30,15,5,2.3333333333333335,2,1,32.0,32.0,0.9259259259259258,0.08333333333333333,0.047619047619047616,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666667,0.3333333333333335
Tottenham,Brentford,3,2,H,19,5,9,5,5,3,2,0,3,0,1.67,4.75,4.2,1.5,2.5,2024-01-31,19:30,23,3,3.0,1,1,31.0,32.0,0.5988023952095809,0.23809523809523808,0.21052631578947367,0.6666666666666666,3.0,1.0,0.6666666666666666,2.0,2.0,-1.3333333333333335
West Ham,Bournemouth,1,1,D,9,3,9,4,1,5,1,0,3,0,2.4,2.75,3.75,1.62,2.25,2024-02-01,19:30,25,2,1.6666666666666667,0,0,30.0,32.0,0.4166666666666667,0.26666666666666666,0.36363636363636365,2.3333333333333335,1.6666666666666667,0.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666667
Wolves,Man United,3,4,A,16,7,21,8,4,5,2,0,5,0,2.63,2.55,3.6,1.75,2.05,2024-02-01,20:15,26,16,2.0,-1,-1,33.0,33.0,0.3802281368821293,0.2777777777777778,0.3921568627450981,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333335,-1.0
Everton,Tottenham,2,2,D,14,5,9,6,9,5,3,0,0,0,3.0,2.25,3.6,1.62,2.25,2024-02-03,12:30,8,23,1.0,0,0,20.0,20.0,0.3333333333333333,0.2777777777777778,0.4444444444444444,2.0,1.0,1.0,2.0,2.0,0.0,0.0
Sheffield United,Aston Villa,0,5,A,10,5,14,10,3,4,1,0,0,0,5.25,1.62,4.2,1.62,2.25,2024-02-03,17:30,20,1,1.6666666666666667,-5,-1,13.0,20.0,0.19047619047619047,0.23809523809523808,0.6172839506172839,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,0.0
Brighton,Crystal Palace,4,1,H,13,6,7,5,3,2,1,0,3,0,1.7,4.75,4.0,1.73,2.08,2024-02-03,15:00,4,7,1.6666666666666667,3,1,12.0,14.0,0.5882352941176471,0.25,0.21052631578947367,1.0,1.6666666666666667,1.0,1.0,3.0,0.6666666666666667,-2.0
Newcastle,Luton,4,4,D,19,6,11,8,8,2,2,0,2,0,1.44,6.5,4.75,1.57,2.35,2024-02-03,15:00,17,14,2.0,0,0,21.0,22.0,0.6944444444444444,0.21052631578947367,0.15384615384615385,1.6666666666666667,2.0,2.0,1.6666666666666667,2.0,0.0,-0.33333333333333326
Burnley,Fulham,2,2,D,12,4,15,7,2,13,2,0,2,0,2.9,2.38,3.4,1.99,1.91,2024-02-03,15:00,5,9,0.3333333333333333,0,0,22.0,21.0,0.3448275862068966,0.29411764705882354,0.42016806722689076,0.0,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,-1.3333333333333335,-2.3333333333333335
Bournemouth,Nott'm Forest,1,1,D,9,2,8,6,11,6,3,1,2,0,1.7,4.5,4.2,1.65,2.2,2024-02-04,14:00,2,19,1.6666666666666667,0,0,14.0,15.0,0.5882352941176471,0.23809523809523808,0.2222222222222222,2.0,1.6666666666666667,2.0,2.0,1.6666666666666667,-0.33333333333333326,0.33333333333333326
Chelsea,Wolves,2,4,A,15,6,14,7,10,1,3,0,2,0,1.62,5.5,4.0,1.7,2.1,2024-02-04,14:00,6,26,1.6666666666666667,-2,-1,22.0,13.0,0.6172839506172839,0.25,0.18181818181818182,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333335,0.0
Arsenal,Liverpool,3,1,H,15,7,10,1,2,4,6,0,2,1,2.2,3.1,3.6,1.67,2.15,2024-02-04,16:30,0,13,2.3333333333333335,2,1,15.0,14.0,0.45454545454545453,0.2777777777777778,0.3225806451612903,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.666666666666667,2.333333333333333
Man United,West Ham,3,0,H,12,5,22,3,5,8,0,0,1,0,1.62,5.0,4.2,1.6,2.3,2024-02-04,14:00,16,25,1.6666666666666667,3,1,21.0,14.0,0.6172839506172839,0.23809523809523808,0.2,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,-0.6666666666666667,-1.0000000000000002
Brentford,Man City,1,3,A,9,3,25,15,8,13,1,0,0,0,7.0,1.4,4.75,1.57,2.35,2024-02-05,20:00,3,15,1.6666666666666667,-2,-1,16.0,23.0,0.14285714285714285,0.21052631578947367,0.7142857142857143,2.6666666666666665,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.3333333333333333,-0.9999999999999998,1.3333333333333333
Luton,Sheffield United,1,3,A,20,5,7,3,13,1,1,0,2,0,1.75,4.75,3.75,1.85,2.05,2024-02-10,15:00,14,20,2.3333333333333335,-2,-1,11.0,11.0,0.5714285714285714,0.26666666666666666,0.21052631578947367,1.0,2.3333333333333335,1.0,1.0,2.0,1.3333333333333335,-1.0
Tottenham,Brighton,2,1,H,16,6,6,3,9,6,2,0,3,0,1.8,3.8,4.2,1.4,2.88,2024-02-10,15:00,23,4,2.6666666666666665,1,1,10.0,11.0,0.5555555555555556,0.23809523809523808,0.2631578947368421,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,-1.3333333333333335
Wolves,Brentford,0,2,A,17,5,9,6,7,4,2,0,3,0,2.1,3.4,3.6,1.75,2.05,2024-02-10,15:00,26,3,2.6666666666666665,-2,-1,9.0,10.0,0.47619047619047616,0.2777777777777778,0.29411764705882354,1.0,2.6666666666666665,1.6666666666666667,1.0,2.3333333333333335,0.9999999999999998,-1.3333333333333335
Nott'm Forest,Newcastle,2,3,A,13,3,7,5,4,4,1,0,2,0,3.3,2.05,3.75,1.7,2.1,2024-02-10,17:30,19,17,1.6666666666666667,-1,-1,11.0,11.0,0.30303030303030304,0.26666666666666666,0.48780487804878053,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.0,-0.33333333333333326,-0.33333333333333326
Man City,Everton,2,0,H,19,3,5,1,9,0,0,0,2,0,1.18,13.0,8.0,1.44,2.7,2024-02-10,12:30,15,8,2.3333333333333335,2,1,10.0,11.0,0.8474576271186441,0.125,0.07692307692307693,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333335,-1.3333333333333335
Liverpool,Burnley,3,1,H,25,10,9,4,9,3,3,0,2,0,1.17,17.0,8.0,1.33,3.4,2024-02-10,15:00,13,5,3.0,2,1,10.0,10.0,0.8547008547008548,0.125,0.058823529411764705,1.6666666666666667,3.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,-0.33333333333333326
Fulham,Bournemouth,3,1,H,7,6,25,4,1,14,1,0,2,0,2.38,2.8,3.5,1.73,2.08,2024-02-10,15:00,9,2,0.6666666666666666,2,1,11.0,9.0,0.42016806722689076,0.2857142857142857,0.35714285714285715,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.0,-0.33333333333333337,-0.33333333333333326
West Ham,Arsenal,0,6,A,5,1,25,12,2,6,4,0,0,0,6.0,1.53,4.33,1.67,2.15,2024-02-11,14:00,25,0,1.0,-6,-1,10.0,12.0,0.16666666666666666,0.23094688221709006,0.6535947712418301,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666667,0.0
Aston Villa,Man United,1,2,A,23,10,17,5,10,8,3,0,2,0,2.15,3.1,3.75,1.53,2.4,2024-02-11,16:30,1,16,1.6666666666666667,-1,-1,12.0,10.0,0.46511627906976744,0.26666666666666666,0.3225806451612903,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,-0.33333333333333326,-0.6666666666666667
Crystal Palace,Chelsea,1,3,A,13,4,14,5,1,7,2,0,2,0,4.2,1.85,3.8,1.86,2.04,2024-02-12,20:00,7,6,2.3333333333333335,-2,-1,13.0,12.0,0.23809523809523808,0.2631578947368421,0.5405405405405405,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0000000000000002,-0.9999999999999998
Newcastle,Bournemouth,2,2,D,17,5,12,7,4,2,1,0,3,0,1.83,3.75,4.2,1.48,2.6,2024-02-17,15:00,17,2,2.3333333333333335,0,0,14.0,7.0,0.5464480874316939,0.23809523809523808,0.26666666666666666,1.0,2.3333333333333335,3.3333333333333335,1.0,2.3333333333333335,-1.0,-1.3333333333333335
Nott'm Forest,West Ham,2,0,H,19,8,10,3,5,3,4,0,4,1,2.38,2.9,3.5,1.89,2.01,2024-02-17,15:00,19,25,1.6666666666666667,2,1,7.0,13.0,0.42016806722689076,0.2857142857142857,0.3448275862068966,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,-0.33333333333333326,-0.3333333333333335
Brentford,Liverpool,1,4,A,15,6,15,8,1,6,2,0,1,0,5.5,1.57,4.33,1.48,2.6,2024-02-17,12:30,3,13,1.6666666666666667,-3,-1,12.0,13.0,0.18181818181818182,0.23094688221709006,0.6369426751592356,2.3333333333333335,1.6666666666666667,3.0,2.3333333333333335,1.0,-1.3333333333333333,1.3333333333333335
Tottenham,Wolves,1,2,A,15,4,12,7,10,4,0,0,1,0,1.53,5.25,4.75,1.44,2.7,2024-02-17,15:00,23,26,2.6666666666666665,-1,-1,7.0,13.0,0.6535947712418301,0.21052631578947367,0.19047619047619047,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666665
Fulham,Aston Villa,1,2,A,15,4,12,3,4,4,5,0,2,0,2.9,2.2,3.75,1.6,2.3,2024-02-17,15:00,9,1,1.6666666666666667,-1,-1,7.0,14.0,0.3448275862068966,0.26666666666666666,0.45454545454545453,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,1.3333333333333335
Burnley,Arsenal,0,5,A,8,0,16,7,4,6,2,0,1,0,10.0,1.29,5.75,1.57,2.35,2024-02-17,15:00,5,0,1.0,-5,-1,14.0,6.0,0.1,0.17391304347826086,0.7751937984496123,3.0,1.0,1.6666666666666667,3.0,1.0,-0.6666666666666667,2.0
Man City,Chelsea,1,1,D,31,5,9,6,12,1,1,0,3,0,1.33,8.0,5.5,1.44,2.7,2024-02-17,17:30,15,6,2.3333333333333335,0,0,7.0,5.0,0.7518796992481203,0.18181818181818182,0.125,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.3333333333333335,2.0,0.0
Luton,Man United,1,2,A,22,4,21,9,8,6,3,0,5,0,4.0,1.8,4.0,1.57,2.35,2024-02-18,16:30,14,16,2.3333333333333335,-1,-1,8.0,7.0,0.25,0.25,0.5555555555555556,2.3333333333333335,2.3333333333333335,2.0,2.3333333333333335,2.0,0.3333333333333335,0.3333333333333335
Sheffield United,Brighton,0,5,A,6,1,24,10,5,10,1,1,4,0,5.0,1.62,4.2,1.57,2.35,2024-02-18,14:00,20,4,1.3333333333333333,-5,-1,15.0,8.0,0.2,0.23809523809523808,0.6172839506172839,0.3333333333333333,1.3333333333333333,3.3333333333333335,0.3333333333333333,2.0,-2.0,-1.6666666666666667
Everton,Crystal Palace,1,1,D,19,4,10,4,3,6,0,0,2,0,1.7,5.25,3.6,2.1,1.7,2024-02-19,20:00,8,7,1.0,0,0,16.0,16.0,0.5882352941176471,0.2777777777777778,0.19047619047619047,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,3.6666666666666665,-0.6666666666666667,-3.0
Man City,Brentford,1,0,H,25,11,6,2,10,1,2,0,4,0,1.18,13.0,8.0,1.33,3.4,2024-02-20,19:30,15,3,2.0,1,1,3.0,10.0,0.8474576271186441,0.125,0.07692307692307693,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333335,-0.33333333333333326
Liverpool,Luton,4,1,H,29,13,12,3,13,4,1,0,4,0,1.2,13.0,7.0,1.3,3.5,2024-02-21,19:30,13,14,3.6666666666666665,3,1,11.0,18.0,0.8333333333333334,0.14285714285714285,0.07692307692307693,2.6666666666666665,3.6666666666666665,1.3333333333333333,2.6666666666666665,2.3333333333333335,2.333333333333333,0.33333333333333304
Crystal Palace,Burnley,3,0,H,15,6,2,0,12,3,3,0,1,1,1.95,4.0,3.5,2.1,1.7,2024-02-24,15:00,7,5,2.3333333333333335,3,1,12.0,14.0,0.5128205128205129,0.2857142857142857,0.25,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,3.0,0.3333333333333335,-1.6666666666666667
Aston Villa,Nott'm Forest,4,2,H,16,6,10,3,7,2,1,0,2,0,1.53,5.75,4.5,1.57,2.35,2024-02-24,15:00,1,19,1.6666666666666667,2,1,13.0,20.0,0.6535947712418301,0.2222222222222222,0.17391304347826086,2.0,1.6666666666666667,2.3333333333333335,2.0,1.6666666666666667,-0.6666666666666667,0.33333333333333326
